,FECHA_DOC,CANT,CVE_ART
806,2022-07-13,4.0,BP00070
807,2022-07-15,1.0,TP0040
808,2022-07-15,2.0,TUA00376
809,2022-07-15,3.0,TJ00092
810,2022-07-15,1.0,TP0001
811,2022-07-15,3.0,CBS00104
812,2022-07-18,4.0,PT00034
813,2022-07-18,5.0,AJ00010
814,2022-07-18,4.0,TUE00367
815,2022-07-18,2.0,TEE00017
816,2022-07-18,10.0,PT00047
817,2022-07-18,11.0,TUA00177
818,2022-07-18,1.0,TP0012
819,2022-07-19,1.0,RP00205
820,2022-07-20,1.0,TP0005
821,2022-07-20,2.0,TP0040
822,2022-07-20,1.0,TU5/16X215V240W
823,2022-07-21,1.0,TUE00105
824,2022-07-21,4.0,70001694
825,2022-07-21,4.0,70001696
826,2022-07-21,4.0,CBE00041
827,2022-07-21,4.0,CBS00056
828,2022-07-21,1.0,RP00206
829,2022-07-21,2.0,RP00207
830,2022-07-21,1.0,RP00208
831,2022-07-21,1.0,TUE00061
832,2022-07-21,30.0,BOBINA001
833,2022-07-21,3.0,TEA00023
834,2022-07-21,1.0,PT00033
835,2022-07-21,2.0,CS38K2025A2D
836,2022-07-21,2.0,TUE00366
837,2022-07-21,4.0,PA00008
838,2022-07-21,4.0,PA00009
839,2022-07-21,5.0,PA00005
840,2022-07-22,2.0,TP0002
841,2022-07-22,21.0,TUA00464
842,2022-07-22,1.0,TUE00172
843,2022-07-22,4.0,TUE00247
844,2022-07-22,1.0,BP00259
845,2022-07-22,1.0,BP00260
846,2022-07-22,1.0,BP00259
847,2022-07-22,1.0,BP00260
848,2022-07-22,6.0,PJ31A1I1A400
849,2022-07-25,2.0,BB2X2ST
850,2022-07-26,2.0,TUA00463
851,2022-07-26,1.0,RP00165
852,2022-07-26,12.0,TUA00436
853,2022-07-26,10.0,PT00047
854,2022-07-27,1.0,TUE00061
855,2022-07-27,10.0,TP0025
856,2022-07-28,4.0,PT00089
857,2022-07-28,5.0,PJ04F1H1A400
858,2022-07-28,5.0,PK04F1H1A400
859,2022-07-28,1.0,TUA00438
860,2022-07-29,5.0,WRE-2774
861,2022-07-29,1.0,RM00043
862,2022-07-29,1.0,TUE00369
863,2022-07-29,2.0,BL00059
864,2022-07-29,2.0,BP00239
865,2022-07-29,2.0,BP00263
866,2022-07-29,1.0,EE00063
867,2022-07-29,1.0,MA00021
868,2022-07-29,10.0,P114R1AB0600
869,2022-07-29,6.0,CAS00068
870,2022-07-29,6.0,CAS00069
871,2022-07-29,6.0,CAS00070
872,2022-07-29,6.0,CAS00071
873,2022-07-29,10.0,70001690
874,2022-07-29,6.0,70001694
875,2022-07-29,16.0,97020238
876,2022-07-29,3.0,TUA00468
877,2022-08-01,5.0,TP0011
878,2022-08-01,5.0,TP0012
879,2022-08-02,7.0,TUE00368
880,2022-08-03,3.0,RPISTOLA01
881,2022-08-03,1.0,TUA00222
882,2022-08-04,10.0,TP0003
883,2022-08-08,5.0,TP0001
884,2022-08-08,2.0,TP0003
885,2022-08-08,3.0,TP0005
886,2022-08-08,3.0,TP0011
887,2022-08-08,4.0,ECQ-00971
888,2022-08-08,30.0,ECQ-00972
889,2022-08-08,4.0,ECQ-00971
890,2022-08-08,20.0,ECQ-00972
891,2022-08-08,4.0,ECQ-01444
892,2022-08-08,2.0,TP0002
893,2022-08-09,4.0,PJ31L1H1G400
894,2022-08-09,1.0,TUS00125
895,2022-08-10,4.0,TUA00175
896,2022-08-10,1.0,TUA00471
897,2022-08-10,4.0,RPISTOLA01
898,2022-08-10,3.0,54020219
899,2022-08-10,2.0,93980461
900,2022-08-10,4.0,70001691
901,2022-08-10,1.0,TJ00093
902,2022-08-10,1.0,TUA00470
903,2022-08-10,2.0,TUA00467
904,2022-08-10,12.0,TUA00453
905,2022-08-11,2.0,BN00264
906,2022-08-11,1.0,TUA00469
907,2022-08-11,30.0,BOBINA001
908,2022-08-11,1.0,RP00209
909,2022-08-11,1.0,TP0018
910,2022-08-11,1.0,TP0003
911,2022-08-12,5.0,65014-40
912,2022-08-12,4.0,67234-15
913,2022-08-12,1.0,PJ06C1CHB000
914,2022-08-12,2.0,TUA00065
915,2022-08-12,1.0,TUA00066
916,2022-08-15,1.0,TUE00081
917,2022-08-15,15.0,TUE00370
918,2022-08-15,4.0,CM65C1020B02
919,2022-08-15,3.0,TEA00044
920,2022-08-15,3.0,TEE00024
921,2022-08-16,1.0,AK00013
922,2022-08-16,21.0,TUA00464
923,2022-08-16,2.0,TP00007
924,2022-08-16,2.0,TUE00372
925,2022-08-17,1.0,TP0002
926,2022-08-17,1.0,TP0001
927,2022-08-17,2.0,BO00047
928,2022-08-17,3.0,BO00066
929,2022-08-17,4.0,47980626
930,2022-08-17,1.0,TUE00371
931,2022-08-18,1.0,TUE00172
932,2022-08-18,1.0,TP0007
933,2022-08-18,1.0,BN00158
934,2022-08-19,3.0,BO00044
935,2022-08-19,6.0,TUE00075
936,2022-08-19,3.0,TUE00198
937,2022-08-19,1.0,TP0003
938,2022-08-19,3.0,TUE00122
939,2022-08-19,1.0,TJ00081
940,2022-08-19,1.0,TP0001
941,2022-08-19,1.0,TP0002
942,2022-08-22,1.0,TUE00267
943,2022-08-22,2.0,TUA00472
944,2022-08-22,2.0,TUA00437
945,2022-08-22,1.0,PJ06C1CHB000
946,2022-08-23,20.0,PT00011
947,2022-08-23,6.0,TUA00258
948,2022-08-23,3.0,BN00055
949,2022-08-23,10.0,ABRAZA01
950,2022-08-23,3.0,TUS00001
951,2022-08-23,3.0,TUS00002
952,2022-08-23,7.0,TP0007
953,2022-08-23,1.0,TP0016
954,2022-08-23,8.0,CBS00043
955,2022-08-23,1.0,TP0005
956,2022-08-24,1.0,TP0015
957,2022-08-24,5.0,TUA00134
958,2022-08-24,1.0,BN00265
959,2022-08-25,2.0,RP00212
960,2022-08-25,2.0,BOBINA004
961,2022-08-26,3.0,RPISTOLA01
962,2022-08-26,1.0,BC00029
963,2022-08-26,1.0,TP00012
964,2022-08-26,2.0,TUE00373
965,2022-08-29,2.0,TUA00009
966,2022-08-29,10.0,MA00001
967,2022-08-29,2.0,EE00067
968,2022-08-29,1.0,EE00068
969,2022-08-29,2.0,CBE00032
970,2022-08-29,2.0,BB1 1/2X1/2-300W
971,2022-08-30,4.0,TEE00017
972,2022-08-31,2.0,TUE00374
973,2022-08-31,5.0,TUE00216
974,2022-08-31,12.0,CBS00075
975,2022-08-31,15.0,CS58K2105AA1
976,2022-08-31,20.0,ECQ-00972
977,2022-08-31,20.0,PT00090
978,2022-08-31,20.0,TP0025
979,2022-08-31,4.0,TUE00034
980,2022-08-31,2.0,TJ00094
981,2022-08-31,1.0,TUA00462
982,2022-08-31,1.0,TUE00365
983,2022-08-31,1.0,TK00066
984,2022-09-02,10.0,TP0004
985,2022-09-02,1.0,TP0016
986,2022-09-02,1.0,TUA00249
987,2022-09-02,1.0,TP0003
988,2022-09-02,1.0,RC00030
989,2022-09-05,3.0,TP0016
990,2022-09-05,12.0,CS34S2075A00
991,2022-09-05,10.0,CS34S2100A00
992,2022-09-05,2.0,TU5/16X230MM
993,2022-09-06,1.0,47980590
994,2022-09-06,1.0,93980461
995,2022-09-06,1.0,93980465
996,2022-09-06,4.0,54020219
997,2022-09-07,20.0,PT00047
998,2022-09-07,1.0,P25601AB0600
999,2022-09-07,8.0,CS12N1050A00
1000,2022-09-07,1.0,TUS00126
1001,2022-09-08,3.0,BC00010
1002,2022-09-08,2.0,RB00003
1003,2022-09-08,2.0,RB00010
1004,2022-09-08,2.0,CS12F1040A00
1005,2022-09-08,2.0,TP0016
1006,2022-09-08,9.0,CAS00084
1007,2022-09-08,1.0,CAS00085
1008,2022-09-08,1.0,CAS00086
1009,2022-09-08,2.0,BP00268
1010,2022-09-08,1.0,TUA00098
1011,2022-09-08,2.0,BP00268
1012,2022-09-08,3.0,TUA00468
1013,2022-09-09,20.0,ECQ-00972
1014,2022-09-09,1.0,ECQ-00974
1015,2022-09-09,1.0,TP0011
1016,2022-09-09,2.0,TUE00081
1017,2022-09-09,1.0,TUA00473
1018,2022-09-12,1.0,BB1 1/2X1/2-300W
1019,2022-09-12,10.0,TP0004
1020,2022-09-12,3.0,TUE00161
1021,2022-09-12,4.0,CS12J1075A00
1022,2022-09-12,4.0,CAE00045
1023,2022-09-12,2.0,TP0008
1024,2022-09-12,2.0,TP0010
1025,2022-09-13,1.0,TP0012
1026,2022-09-13,10.0,CAS00063
1027,2022-09-13,1.0,BB1 1/2X1/2-300W
1028,2022-09-14,1.0,TUE00376
1029,2022-09-14,10.0,PK31A1I1A000
1030,2022-09-14,3.0,TUS00005
1031,2022-09-14,14.0,TP0003
1032,2022-09-14,6.0,TP0008
1033,2022-09-14,1.0,RP00213
1034,2022-09-14,1.0,RP00214
1035,2022-09-14,1.0,TUA00474
1036,2022-09-14,1.0,TUE00094
1037,2022-09-15,1.0,TUA00441
1038,2022-09-15,2.0,TUA00027
1039,2022-09-19,2.0,TP00007
1040,2022-09-19,2.0,CS38H1020A00
1041,2022-09-19,1.0,TU5/16X230MM
1042,2022-09-19,1.0,TU5/16X230MM
1043,2022-09-19,2.0,TUA00009
1044,2022-09-19,1.0,TP0005
1045,2022-09-19,1.0,TUE00375
1046,2022-09-20,1.0,TUE00378
1047,2022-09-20,1.0,TP0003
1048,2022-09-20,1.0,TUA00475
1049,2022-09-20,1.0,TUS00127
1050,2022-09-20,1.0,PJ31G1AB0600
1051,2022-09-20,1.0,TUA00476
1052,2022-09-21,3.0,TEA00105
1053,2022-09-22,2.0,TUA00033
1054,2022-09-22,3.0,TUS00001
1055,2022-09-22,6.0,TUS00002
1056,2022-09-22,6.0,TEA00017
1057,2022-09-22,1.0,TUE00379
1058,2022-09-22,3.0,TUE00377
1059,2022-09-22,4.0,TP00008
1060,2022-09-22,2.0,TUE00063
1061,2022-09-22,1.0,TUE00129
1062,2022-09-22,1.0,TUE00334
1063,2022-09-22,1.0,RP00001
1064,2022-09-22,1.0,TP0003
1065,2022-09-22,1.0,BB1 1/2X1/2-300W
1066,2022-09-23,1.0,BB2X2ST
1067,2022-09-23,1.0,TUA00459
1068,2022-09-23,1.0,TUA00459
1069,2022-09-23,4.0,CAS00051
1070,2022-09-23,4.0,CBS00007
1071,2022-09-23,1.0,TUE00207
1072,2022-09-23,1.0,TUE00207
1073,2022-09-23,1.0,TUE00207
1074,2022-09-23,1.0,TUE00207
1075,2022-09-23,2.0,TP0011
1076,2022-09-23,18.0,BS00006
1077,2022-09-23,18.0,BS00008
1078,2022-09-23,4.0,TP0001
1079,2022-09-26,8.0,EE00071
1080,2022-09-26,2.0,BC00006
1081,2022-09-26,2.0,BL00002
1082,2022-09-26,2.0,BN00145
1083,2022-09-26,2.0,BN00146
1084,2022-09-26,1.0,PT00079
1085,2022-09-26,10.0,PT00083
1086,2022-09-26,5.0,TEA00100
1087,2022-09-26,3.0,TUE00380
1088,2022-09-26,3.0,TUA00053
1089,2022-09-26,3.0,CS58L2050A00
1090,2022-09-26,10.0,PRECA003
1091,2022-09-27,4.0,TUA00189
1092,2022-09-27,4.0,TP0012
1093,2022-09-28,30.0,ECQ-00972
1094,2022-09-29,4.0,TP00010
1095,2022-09-29,2.0,BN00266
1096,2022-09-29,10.0,CERAISON-14-28
1097,2022-09-29,7.0,TP0012
1098,2022-09-29,30.0,TUA00247
1099,2022-09-29,3.0,TP0002
1100,2022-09-30,2.0,TUE00184
1101,2022-09-30,2.0,TUE00382
1102,2022-09-30,10.0,TUA00436
1103,2022-09-30,1.0,AK00010
1104,2022-09-30,4.0,EE00063
1105,2022-09-30,2.0,CS58D2030A00
1106,2022-09-30,2.0,CS12D2030A00
1107,2022-09-30,8.0,TUA00200
1108,2022-09-30,1.0,TUE00383
1109,2022-09-30,1.0,TUA00477
1110,2022-09-30,2.0,CS38D1017B00
1111,2022-09-30,4.0,CAS00013
1112,2022-10-04,1.0,TP0016
1113,2022-10-04,1.0,TP0025
1114,2022-10-04,1.0,TP0026
1115,2022-10-04,4.0,TP0011
1116,2022-10-04,1.0,TEA00106
1117,2022-10-04,5.0,TP0007
1118,2022-10-04,10.0,TP0026
1119,2022-10-04,1.0,BL00060
1120,2022-10-04,1.0,TUE00381
1121,2022-10-04,2.0,BP00183
1122,2022-10-05,1.0,BB2X2ST
1123,2022-10-05,3.0,TP0012
1124,2022-10-06,2.0,TP0002
1125,2022-10-06,1.0,RP00216
1126,2022-10-06,4.0,TUA00175
1127,2022-10-07,1.0,BP00269
1128,2022-10-07,4.0,BB2X2ST
1129,2022-10-07,3.0,EE00072
1130,2022-10-07,2.0,BN00267
1131,2022-10-07,2.0,BN00268
1132,2022-10-07,1.0,RP00220
1133,2022-10-10,3.0,TUA00124
1134,2022-10-10,10.0,TP0011
1135,2022-10-10,6.0,TUA00478
1136,2022-10-11,1.0,47980590
1137,2022-10-11,1.0,47980626
1138,2022-10-12,1.0,BP00259
1139,2022-10-12,1.0,BP00260
1140,2022-10-12,10.0,TUE00112
1141,2022-10-12,5.0,TUE00113
1142,2022-10-12,4.0,CS38H1040A11
1143,2022-10-12,20.0,ECQ-00972
1144,2022-10-12,3.0,ECQ-01444
1145,2022-10-12,1.0,TUA00475
1146,2022-10-13,6.0,TUS00109
1147,2022-10-13,1.0,TUE00385
1148,2022-10-14,1.0,TU5/16X215V240W
1149,2022-10-14,6.0,70001691
1150,2022-10-14,10.0,70001693
1151,2022-10-14,10.0,70001694
1152,2022-10-14,10.0,70001696
1153,2022-10-14,7.0,70001697
1154,2022-10-14,10.0,70001698
1155,2022-10-14,10.0,70007685
1156,2022-10-17,3.0,TUE00207
1157,2022-10-17,1.0,BP00270
1158,2022-10-17,1.0,BP00271
1159,2022-10-17,1.0,BP00272
1160,2022-10-17,1.0,BP00273
1161,2022-10-18,10.0,CAS00083
1162,2022-10-18,10.0,CAS00084
1163,2022-10-18,1.0,CAS00085
1164,2022-10-18,1.0,CAS00086
1165,2022-10-18,3.0,TUS00001
1166,2022-10-18,6.0,TUA00021
1167,2022-10-18,1.0,TU5/16X203V240W
1168,2022-10-18,1.0,TUE00386
1169,2022-10-19,6.0,CAS00073
1170,2022-10-19,6.0,CAS00074
1171,2022-10-19,1.0,RP00222
1172,2022-10-19,2.0,TUA00057
1173,2022-10-19,11.0,BS00006
1174,2022-10-19,5.0,RPISTOLA01
1175,2022-10-19,6.0,TP0003
1176,2022-10-20,1.0,TEA00107
1177,2022-10-20,2.0,TEA00107
1178,2022-10-20,1.0,BN00269
1179,2022-10-20,1.0,TP0015
1180,2022-10-20,1.0,TP0016
1181,2022-10-20,1.0,TP0012
1182,2022-10-20,2.0,TUA00063
1183,2022-10-20,1.0,BO00067
1184,2022-10-21,8.0,CS12C1025A00
1185,2022-10-21,5.0,MR8-250-11-13
1186,2022-10-21,2.0,TUA00463
1187,2022-10-21,3.0,CS12G1040A00
1188,2022-10-21,12.0,CBE00012
1189,2022-10-21,6.0,CBE00040
1190,2022-10-21,10.0,TUA00049
1191,2022-10-24,1.0,BP00259
1192,2022-10-24,1.0,BP00260
1193,2022-10-24,1.0,BP00274
1194,2022-10-24,1.0,BP00275
1195,2022-10-24,1.0,BP00276
1196,2022-10-24,3.0,BC00010
1197,2022-10-24,1.0,TEA00108
1198,2022-10-24,2.0,TUA00480
1199,2022-10-24,1.0,TUA00479
1200,2022-10-24,1.0,TEA00110
1201,2022-10-25,1.0,TUE00258
1202,2022-10-25,1.0,TUE00258
1203,2022-10-25,8.0,BC00030
1204,2022-10-25,4.0,BP00277
1205,2022-10-25,4.0,BP00278
1206,2022-10-25,2.0,BN00270
1207,2022-10-25,4.0,BB2X2ST
1208,2022-10-26,2.0,TP0001
1209,2022-10-26,2.0,CS14K2040A00
1210,2022-10-26,2.0,CS14L2040A00
1211,2022-10-26,2.0,TP0006
1212,2022-10-26,6.0,CAS00087
1213,2022-10-26,1.0,CAS00088
1214,2022-10-26,1.0,TEA00109
1215,2022-10-26,1.0,BL00061
1216,2022-10-27,2.0,TP0008
1217,2022-10-27,4.0,TP0009
1218,2022-10-27,4.0,TP0010
1219,2022-10-27,2.0,PJ31C1C1B000
1220,2022-10-27,20.0,EE00071
1221,2022-10-27,1.0,TP0003
1222,2022-10-27,1.0,TUA00463
1223,2022-10-28,1.0,RP00227
1224,2022-10-28,1.0,TUA00481
1225,2022-10-28,1.0,TUA00481
1226,2022-10-28,4.0,EE00063
1227,2022-10-28,1.0,TUS00048
1228,2022-10-28,2.0,TP0002
1229,2022-10-31,2.0,TUS00113
1230,2022-10-31,1.0,TP0002
1231,2022-10-31,2.0,TP0008
1232,2022-10-31,1.0,PJ18D2E1A410
1233,2022-10-31,6.0,TUA00482
1234,2022-10-31,4.0,CM10I2040A00
1235,2022-10-31,1.0,P25601AB0600
1236,2022-10-31,15.0,TP0003
1237,2022-10-31,3.0,TP0008
1238,2022-10-31,1.0,EE00075
1239,2022-11-01,1.0,TP0002
1240,2022-11-01,1.0,TP0001
1241,2022-11-01,6.0,CS12N1050A00
1242,2022-11-03,2.0,CS58O2050A00
1243,2022-11-03,1.0,RP00225
1244,2022-11-04,4.0,TP0002
1245,2022-11-04,10.0,CAS00083
1246,2022-11-04,7.0,CAS00084
1247,2022-11-04,25.0,CAS00085
1248,2022-11-04,1.0,CAS00086
1249,2022-11-04,4.0,TUS00016
1250,2022-11-04,4.0,TUS00017
1251,2022-11-04,6.0,TUS00018
1252,2022-11-04,2.0,BO00066
1253,2022-11-04,1.0,RP00192
1254,2022-11-07,2.0,TP0002
1255,2022-11-07,2.0,TP0003
1256,2022-11-07,2.0,TEE00017
1257,2022-11-07,4.0,TUA00484
1258,2022-11-08,1.0,TUE00384
1259,2022-11-08,2.0,TUA00483
1260,2022-11-08,3.0,EE00077
1261,2022-11-08,11.0,CBS00001
1262,2022-11-08,1.0,BB1 1/2X1/2-300W
1263,2022-11-08,1.0,TP0025
1264,2022-11-09,1.0,BP00259
1265,2022-11-09,1.0,BP00260
1266,2022-11-10,1.0,PJ14R1B40A00
1267,2022-11-10,4.0,TUA00175
1268,2022-11-10,2.0,ECQ-00971
1269,2022-11-10,20.0,ECQ-00972
1270,2022-11-10,1.0,P231E1AB0600
1271,2022-11-10,1.0,P231J1AB0600
1272,2022-11-10,12.0,CBS00092
1273,2022-11-11,3.0,BL00062
1274,2022-11-11,5.0,TP0002
1275,2022-11-11,3.0,TUE00387
1276,2022-11-11,2.0,TP0012
1277,2022-11-11,2.0,TUA00325
1278,2022-11-14,1.0,TUA00486
1279,2022-11-14,6.0,RPISTOLA01
1280,2022-11-15,2.0,BP00279
1281,2022-11-15,5.0,TU5/16X203V
1282,2022-11-15,5.0,TUA00436
1283,2022-11-15,1.0,TUS00128
1284,2022-11-15,1.0,TUS00129
1285,2022-11-15,1.0,TUS00130
1286,2022-11-15,1.0,TP0001
1287,2022-11-15,1.0,TP0024
1288,2022-11-15,1.0,EE00022
1289,2022-11-15,2.0,TK00028
1290,2022-11-16,2.0,RP00223
1291,2022-11-16,6.0,TUE00388
1292,2022-11-16,6.0,BO00061
1293,2022-11-16,3.0,TUE00122
1294,2022-11-16,1.0,TP0040
1295,2022-11-16,10.0,CAS00089
1296,2022-11-16,1.0,RP00165
1297,2022-11-17,1.0,TUE00389
1298,2022-11-17,1.0,TJ00037
1299,2022-11-17,2.0,TP0022
1300,2022-11-17,1.0,TP0040
1301,2022-11-17,1.0,TUA00485
1302,2022-11-18,3.0,TUA00098
1303,2022-11-18,3.0,TUA00468
1304,2022-11-18,2.0,TP0005
1305,2022-11-18,2.0,TP0001
1306,2022-11-18,2.0,TP0002
1307,2022-11-18,1.0,TP0003
1308,2022-11-18,5.0,TJ00095
1309,2022-11-18,5.0,TJ00096
1310,2022-11-22,10.0,TP0011
1311,2022-11-22,2.0,TP0012
1312,2022-11-22,8.0,CBS00019
1313,2022-11-23,1.0,TUA00191
1314,2022-11-23,2.0,TP0022
1315,2022-11-23,2.0,TP0008
1316,2022-11-23,2.0,TP0009
1317,2022-11-23,4.0,TP0010
1318,2022-11-23,4.0,TUE00391
1319,2022-11-24,1.0,TP0001
1320,2022-11-24,5.0,TEE00012
1321,2022-11-24,1.0,BN00271
1322,2022-11-24,1.0,RP00228
1323,2022-11-24,1.0,TUA00487
1324,2022-11-24,2.0,TUE00390
1325,2022-11-24,8.0,P114Q1H90412
1326,2022-11-24,4.0,P251L1J1B000
1327,2022-11-25,20.0,CBS00001
1328,2022-11-25,6.0,BS00006
1329,2022-11-25,6.0,BS00008
1330,2022-11-25,10.0,TP0003
1331,2022-11-25,2.0,BB00103
1332,2022-11-25,20.0,ECQ-00972
1333,2022-11-25,1.0,TUE00195
1334,2022-11-25,1.0,CBS00106
1335,2022-11-28,1.0,TU5/16X870J127V
1336,2022-11-28,1.0,CAE00046
1337,2022-11-28,1.0,CM16I2090A00
1338,2022-11-29,6.0,TUA00258
1339,2022-11-30,6.0,BO00061
1340,2022-11-30,1.0,TUE00142
1341,2022-11-30,2.0,TUA00490
1342,2022-11-30,9.0,TUA00491
1343,2022-11-30,1.0,BN00272
1344,2022-11-30,1.0,BB00102
1345,2022-11-30,8.0,CAS00044
1346,2022-11-30,4.0,CAE00045
1347,2022-11-30,8.0,CS12C1025A00
1348,2022-11-30,1.0,TUE00166
1349,2022-11-30,10.0,ABRAZA01
1350,2022-12-05,6.0,47980249
1351,2022-12-05,9.0,47980249
1352,2022-12-05,1.0,47980626
1353,2022-12-05,3.0,TP0003
1354,2022-12-05,6.0,TEA00095
1355,2022-12-05,1.0,RP00229
1356,2022-12-05,1.0,TUE00142
1357,2022-12-06,1.0,CAE00047
1358,2022-12-06,1.0,TUE00392
1359,2022-12-06,2.0,TP0011
1360,2022-12-07,1.0,BO00005
1361,2022-12-07,25.0,CBS00092
1362,2022-12-07,10.0,ABRAZA01
1363,2022-12-08,4.0,TUE00207
1364,2022-12-08,1.0,TP0012
1365,2022-12-08,20.0,ECQ-00972
1366,2022-12-08,10.0,TEA00006
1367,2022-12-08,3.0,TUS00131
1368,2022-12-08,10.0,TEA00111
1369,2022-12-09,4.0,TUS00052
1370,2022-12-09,2.0,TUA00401
1371,2022-12-09,2.0,TUE00206
1372,2022-12-09,1.0,TP0011
1373,2022-12-09,3.0,TP0012
1374,2022-12-09,1.0,TUA00489
1375,2022-12-13,1.0,TU5/16X870J127V
1376,2022-12-13,4.0,CS14D2017B20
1377,2022-12-13,1.0,TP0016
1378,2022-12-13,3.0,TUA00488
1379,2022-12-13,6.0,TP0005
1380,2022-12-13,4.0,TP0004
1381,2022-12-13,4.0,TP0008
1382,2022-12-13,1.0,CBS00107
1383,2022-12-14,1.0,TUE00081
1384,2022-12-14,2.0,TUE00393
1385,2022-12-14,4.0,TUE00207
1386,2022-12-15,6.0,ECQ-01444
1387,2022-12-15,5.0,EE00077
1388,2022-12-15,2.0,ECQ-00971
1389,2022-12-15,1.0,ECQ-00974
1390,2022-12-15,5.0,ECQ-01444
1391,2022-12-16,12.0,BO00061
1392,2022-12-16,1.0,TP0012
1393,2022-12-19,1.0,TUA00494
1394,2022-12-20,6.0,TUA00433
1395,2022-12-20,2.0,TU5/16X203V
1396,2022-12-20,3.0,PT00091
1397,2022-12-20,26.0,CAS00083
1398,2022-12-20,10.0,CAS00084
1399,2022-12-20,5.0,PJ31A1I1A000
1400,2022-12-20,5.0,PJ31A1I1A400
1401,2022-12-21,10.0,CS58R2200A01
1402,2022-12-21,1.0,TUA00493
1403,2022-12-22,16.0,CBS00109
1404,2022-12-22,2.0,ECQ-00974
1405,2022-12-22,10.0,70001698
1406,2022-12-22,4.0,CAS00035
1407,2022-12-22,1.0,RP00230
1408,2022-12-22,1.0,RP00231
1409,2022-12-22,6.0,TUA00492
1410,2022-12-22,2.0,TP0016
1411,2022-12-22,1.0,TU5/16X230MM
1412,2022-12-23,1.0,TUA00325
1413,2022-12-23,5.0,RB00007
1414,2022-12-23,3.0,TP00018
1415,2022-12-23,6.0,BP00006
1416,2022-12-23,3.0,PJ31Q1G1A400
1417,2022-12-23,2.0,BL00002
1418,2022-12-23,2.0,BN00145
1419,2022-12-23,2.0,BN00146
1420,2022-12-23,2.0,PT00079
1421,2022-12-23,6.0,CS12F1040A00
1422,2022-12-23,6.0,CS12H1050A00
1423,2022-12-23,3.0,TUE00394
1424,2022-12-23,1.0,TUA00470
1425,2022-12-23,10.0,RB00007
